"source_object","field_api_name","relationship_name","relationship_type","target_object","target_resolution","raw_data_type"
"fferpcore__TaxCode__c","c2g__msg_link_ffa_id__c","c2g__msg_link_ffa_id__r","Lookup","c2g__codaTaxCode__c","ReferenceTo","Lookup(Accounting Tax Code)"
"fferpcore__TaxCode__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TaxCode__c","FFX_Analysis01__c","FFX_Analysis01__r","Lookup","fferpcore__AnalysisItem__c","ReferenceTo","Lookup(Analysis Item)"
"fferpcore__TaxCode__c","FFX_Analysis02__c","FFX_Analysis02__r","Lookup","fferpcore__AnalysisItem__c","ReferenceTo","Lookup(Analysis Item)"
"fferpcore__TaxCode__c","FFX_Analysis03__c","FFX_Analysis03__r","Lookup","fferpcore__AnalysisItem__c","ReferenceTo","Lookup(Analysis Item)"
"fferpcore__TaxCode__c","FFX_Analysis04__c","FFX_Analysis04__r","Lookup","fferpcore__AnalysisItem__c","ReferenceTo","Lookup(Analysis Item)"
"fferpcore__TaxCode__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TaxCode__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"fferpcore__TaxCode__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"fferpcore__TaxCode__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__TaxCode__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__TaxDetail__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TaxDetail__c","fferpcore__BillingDocument__c","fferpcore__BillingDocument__r","Lookup","fferpcore__BillingDocument__c","ReferenceTo","Lookup(Billing Document)"
"fferpcore__TaxDetail__c","fferpcore__BillingDocumentLineItem__c","fferpcore__BillingDocumentLineItem__r","Lookup","fferpcore__BillingDocumentLineItem__c","ReferenceTo","Master-Detail(Billing Document Line Item)"
"fferpcore__TaxDetail__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TaxDetail__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__TaxDetail__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__TaxRate__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TaxRate__c","fferpcore__TaxCode__c","fferpcore__TaxCode__r","Lookup","fferpcore__TaxCode__c","ReferenceTo","Master-Detail(Tax Code (Foundations))"
"fferpcore__TaxRate__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TaxRate__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__TaxRate__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__TestPublication__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TestPublication__c","fferpcore__MessageType__c","fferpcore__MessageType__r","Lookup","fferpcore__MessageType__c","ReferenceTo","Lookup(Message Type)"
"fferpcore__TestPublication__c","fferpcore__Publisher__c","fferpcore__Publisher__r","Lookup","fferpcore__TestSubscription__c","ReferenceTo","Lookup(Test Mode Subscription)"
"fferpcore__TestPublication__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TestPublication__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"fferpcore__TestPublication__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"fferpcore__TestPublication__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__TestPublication__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__TestSubscription__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TestSubscription__c","fferpcore__MessageType__c","fferpcore__MessageType__r","Lookup","fferpcore__MessageType__c","ReferenceTo","Lookup(Message Type)"
"fferpcore__TestSubscription__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__TestSubscription__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"fferpcore__TestSubscription__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"fferpcore__TestSubscription__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__TestSubscription__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__UpdateExchangeRateCurrencySettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UpdateExchangeRateCurrencySettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UpdateExchangeRateCurrencySettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__UpdateExchangeRateCurrencySettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateCurrencySettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateCurrencySettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateCurrencySettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__UpdateExchangeRateGroupSettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UpdateExchangeRateGroupSettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UpdateExchangeRateGroupSettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__UpdateExchangeRateGroupSettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateGroupSettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateGroupSettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateGroupSettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__UpdateExchangeRateTypeSettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UpdateExchangeRateTypeSettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UpdateExchangeRateTypeSettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__UpdateExchangeRateTypeSettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateTypeSettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateTypeSettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"fferpcore__UpdateExchangeRateTypeSettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__UserInformation__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UserInformation__c","fferpcore__User__c","fferpcore__User__r","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UserInformation__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UserInformation__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"fferpcore__UserInformation__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"fferpcore__UserInformation__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__UserInformation__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__UserInformationAssignment__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UserInformationAssignment__c","fferpcore__UserInformation__c","fferpcore__UserInformation__r","Lookup","fferpcore__UserInformation__c","ReferenceTo","Master-Detail(User Information)"
"fferpcore__UserInformationAssignment__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"fferpcore__UserInformationAssignment__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"fferpcore__UserInformationAssignment__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"fferpcore__UserManagementTemplateData__mdt","fferpcore__Plugin__c","fferpcore__Plugin__r","Lookup","fferpcore__Plugin__mdt","ReferenceTo","Lookup(FDN Plugin)"
"fferpcore__UserManagementTemplateData__mdt","fferpcore__Template__c","fferpcore__Template__r","Lookup","fferpcore__UserManagementTemplate__mdt","ReferenceTo","Lookup(User Management Template)"
"ffirule__ClickLinkAnotherSourceTest__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__ClickLinkAnotherSourceTest__c","ffirule__ClickLinkSourceLineItemTest__c","ffirule__ClickLinkSourceLineItemTest__r","Lookup","ffirule__IntegrationRuleSourceLineItemTest__c","ReferenceTo","Master-Detail(ClickLink Source Line Item Test)"
"ffirule__ClickLinkAnotherSourceTest__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__ClickLinkAnotherSourceTest__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__ClickLinkAnotherSourceTest__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__ClickLinkManagedJob__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__ClickLinkManagedJob__c","ffirule__ClickLinkJob__c","ffirule__ClickLinkJob__r","Lookup","ffirule__IntegrationRuleJob__c","ReferenceTo","Lookup(ClickLink Job)"
"ffirule__ClickLinkManagedJob__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__ClickLinkManagedJob__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__ClickLinkManagedJob__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__ClickLinkManagedJob__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__ClickLinkManagedJob__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__fflib_BatchProcess__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__fflib_BatchProcess__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__fflib_BatchProcess__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__fflib_BatchProcess__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__fflib_BatchProcess__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__fflib_BatchProcess__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__fflib_BatchProcessDetail__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__fflib_BatchProcessDetail__c","ffirule__BatchProcess__c","ffirule__BatchProcess__r","Lookup","ffirule__fflib_BatchProcess__c","ReferenceTo","Master-Detail(Batch Process)"
"ffirule__fflib_BatchProcessDetail__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__fflib_BatchProcessDetail__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__fflib_BatchProcessDetail__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__fflib_SchedulerConfiguration__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__fflib_SchedulerConfiguration__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__fflib_SchedulerConfiguration__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__fflib_SchedulerConfiguration__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__fflib_SchedulerConfiguration__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__fflib_SchedulerConfiguration__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__fflib_XXXBatchTestOpportunity2__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__fflib_XXXBatchTestOpportunity2__c","ffirule__Account__c","ffirule__Account__r","Lookup","Account","ReferenceTo","Lookup(Account)"
"ffirule__fflib_XXXBatchTestOpportunity2__c","ffirule__BatchProcess__c","ffirule__BatchProcess__r","Lookup","ffirule__fflib_BatchProcess__c","ReferenceTo","Lookup(Batch Process)"
"ffirule__fflib_XXXBatchTestOpportunity2__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__fflib_XXXBatchTestOpportunity2__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__fflib_XXXBatchTestOpportunity2__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__fflib_XXXBatchTestOpportunity2__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__fflib_XXXBatchTestOpportunity2__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRule__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRule__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRule__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRule__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRule__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRule__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleAction__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleAction__c","ffirule__IntegrationRule__c","ffirule__IntegrationRule__r","Lookup","ffirule__IntegrationRule__c","ReferenceTo","Master-Detail(ClickLink Rule)"
"ffirule__IntegrationRuleAction__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleAction__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleAction__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleButton__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleButton__c","ffirule__IntegrationRule__c","ffirule__IntegrationRule__r","Lookup","ffirule__IntegrationRule__c","ReferenceTo","Master-Detail(ClickLink Rule)"
"ffirule__IntegrationRuleButton__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleButton__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleButton__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleJob__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleJob__c","ffirule__IntegrationRule__c","ffirule__IntegrationRule__r","Lookup","ffirule__IntegrationRule__c","ReferenceTo","Master-Detail(ClickLink Rule)"
"ffirule__IntegrationRuleJob__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleJob__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleJob__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleLineLookupTest__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLineLookupTest__c","ffirule__ClickLinkLookupTest__c","ffirule__ClickLinkLookupTest__r","Lookup","ffirule__IntegrationRuleLookupTest__c","ReferenceTo","Lookup(ClickLink Lookup Test)"
"ffirule__IntegrationRuleLineLookupTest__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLineLookupTest__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleLineLookupTest__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleLineLookupTest__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleLineLookupTest__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleLog__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLog__c","ffirule__IntegrationRule__c","ffirule__IntegrationRule__r","Lookup","ffirule__IntegrationRule__c","ReferenceTo","Lookup(ClickLink Rule)"
"ffirule__IntegrationRuleLog__c","ffirule__IntegrationRuleButton__c","ffirule__IntegrationRuleButton__r","Lookup","ffirule__IntegrationRuleButton__c","ReferenceTo","Lookup(ClickLink Button)"
"ffirule__IntegrationRuleLog__c","ffirule__IntegrationRuleJob__c","ffirule__IntegrationRuleJob__r","Lookup","ffirule__IntegrationRuleJob__c","ReferenceTo","Lookup(ClickLink Job)"
"ffirule__IntegrationRuleLog__c","ffirule__User__c","ffirule__User__r","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLog__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLog__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleLog__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleLog__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleLog__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleLogLineItem__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLogLineItem__c","ffirule__IntegrationRuleLog__c","ffirule__IntegrationRuleLog__r","Lookup","ffirule__IntegrationRuleLog__c","ReferenceTo","Master-Detail(ClickLink Log)"
"ffirule__IntegrationRuleLogLineItem__c","ffirule__RelatedSourceLineItemTest__c","ffirule__RelatedSourceLineItemTest__r","Lookup","ffirule__IntegrationRuleSourceLineItemTest__c","ReferenceTo","Lookup(ClickLink Source Line Item Test)"
"ffirule__IntegrationRuleLogLineItem__c","ffirule__RelatedSourceTest__c","ffirule__RelatedSourceTest__r","Lookup","ffirule__IntegrationRuleSourceTest__c","ReferenceTo","Lookup(ClickLink Source Test)"
"ffirule__IntegrationRuleLogLineItem__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLogLineItem__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleLogLineItem__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleLookupTest__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLookupTest__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleLookupTest__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleLookupTest__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleLookupTest__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleLookupTest__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleMapping__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleMapping__c","ffirule__IntegrationRule__c","ffirule__IntegrationRule__r","Lookup","ffirule__IntegrationRule__c","ReferenceTo","Master-Detail(ClickLink Rule)"
"ffirule__IntegrationRuleMapping__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleMapping__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleMapping__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleRelationship__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleRelationship__c","ffirule__IntegrationRule__c","ffirule__IntegrationRule__r","Lookup","ffirule__IntegrationRule__c","ReferenceTo","Master-Detail(ClickLink Rule)"
"ffirule__IntegrationRuleRelationship__c","ffirule__RelationshipIntegrationRule__c","ffirule__RelationshipIntegrationRule__r","Lookup","ffirule__IntegrationRule__c","ReferenceTo","Lookup(ClickLink Rule)"
"ffirule__IntegrationRuleRelationship__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleRelationship__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleRelationship__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleSettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleSettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleSettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleSettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"ffirule__IntegrationRuleSettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"ffirule__IntegrationRuleSettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"ffirule__IntegrationRuleSettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleSourceLineItemTest__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleSourceLineItemTest__c","ffirule__IntegrationRuleSourceTest__c","ffirule__IntegrationRuleSourceTest__r","Lookup","ffirule__IntegrationRuleSourceTest__c","ReferenceTo","Master-Detail(ClickLink Source Test)"
"ffirule__IntegrationRuleSourceLineItemTest__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleSourceLineItemTest__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleSourceLineItemTest__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleSourceListViewTest__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleSourceListViewTest__c","ffirule__IntegrationRuleSourceTest__c","ffirule__IntegrationRuleSourceTest__r","Lookup","ffirule__IntegrationRuleSourceTest__c","ReferenceTo","Lookup(ClickLink Source Test)"
"ffirule__IntegrationRuleSourceListViewTest__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleSourceListViewTest__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleSourceListViewTest__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleSourceListViewTest__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"ffirule__IntegrationRuleSourceListViewTest__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"ffirule__IntegrationRuleSourceTest__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleSourceTest__c","ffirule__ALookupField__c","ffirule__ALookupField__r","Lookup","ffirule__IntegrationRuleLookupTest__c","ReferenceTo","Lookup(ClickLink Lookup Test)"
"ffirule__IntegrationRuleSourceTest__c","ffirule__TargetRecord__c","ffirule__TargetRecord__r","Lookup","ffirule__IntegrationRuleTargetTest__c","ReferenceTo","Lookup(ClickLink Target Test)"
"ffirule__IntegrationRuleSourceTest__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"ffirule__IntegrationRuleSourceTest__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleSourceTest__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"ffirule__IntegrationRuleSourceTest__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
