"source_object","field_api_name","relationship_name","relationship_type","target_object","target_resolution","raw_data_type"
"c2g__AccountingSummarization2__c","c2g__AccountCurrencyCodeID__c","c2g__AccountCurrencyCodeID__r","Lookup","c2g__codaAccountingCurrency__c","ReferenceTo","Lookup(Accounting Currency)"
"c2g__AccountingSummarization2__c","c2g__AccountID__c","c2g__AccountID__r","Lookup","Account","ReferenceTo","Lookup(Account)"
"c2g__AccountingSummarization2__c","c2g__AccountingCurrencyID__c","c2g__AccountingCurrencyID__r","Lookup","c2g__codaAccountingCurrency__c","ReferenceTo","Lookup(Accounting Currency)"
"c2g__AccountingSummarization2__c","c2g__CashEntryID__c","c2g__CashEntryID__r","Lookup","c2g__codaCashEntry__c","ReferenceTo","Lookup(Cash Entry)"
"c2g__AccountingSummarization2__c","c2g__Dimension1ID__c","c2g__Dimension1ID__r","Lookup","c2g__codaDimension1__c","ReferenceTo","Lookup(Dimension 1)"
"c2g__AccountingSummarization2__c","c2g__Dimension2ID__c","c2g__Dimension2ID__r","Lookup","c2g__codaDimension2__c","ReferenceTo","Lookup(Dimension 2)"
"c2g__AccountingSummarization2__c","c2g__Dimension3ID__c","c2g__Dimension3ID__r","Lookup","c2g__codaDimension3__c","ReferenceTo","Lookup(Dimension 3)"
"c2g__AccountingSummarization2__c","c2g__Dimension4ID__c","c2g__Dimension4ID__r","Lookup","c2g__codaDimension4__c","ReferenceTo","Lookup(Dimension 4)"
"c2g__AccountingSummarization2__c","c2g__DocumentCurrencyCodeID__c","c2g__DocumentCurrencyCodeID__r","Lookup","c2g__codaAccountingCurrency__c","ReferenceTo","Lookup(Accounting Currency)"
"c2g__AccountingSummarization2__c","c2g__DualCurrencyCodeID__c","c2g__DualCurrencyCodeID__r","Lookup","c2g__codaAccountingCurrency__c","ReferenceTo","Lookup(Accounting Currency)"
"c2g__AccountingSummarization2__c","c2g__GeneralLedgerAccountID__c","c2g__GeneralLedgerAccountID__r","Lookup","c2g__codaGeneralLedgerAccount__c","ReferenceTo","Lookup(General Ledger Account)"
"c2g__AccountingSummarization2__c","c2g__HomeCurrencyCodeID__c","c2g__HomeCurrencyCodeID__r","Lookup","c2g__codaAccountingCurrency__c","ReferenceTo","Lookup(Accounting Currency)"
"c2g__AccountingSummarization2__c","c2g__JournalID__c","c2g__JournalID__r","Lookup","c2g__codaJournal__c","ReferenceTo","Lookup(Journal)"
"c2g__AccountingSummarization2__c","c2g__OwnerCompanyID__c","c2g__OwnerCompanyID__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__AccountingSummarization2__c","c2g__PayableCreditNoteID__c","c2g__PayableCreditNoteID__r","Lookup","c2g__codaPurchaseCreditNote__c","ReferenceTo","Lookup(Payable Credit Note)"
"c2g__AccountingSummarization2__c","c2g__PayableInvoiceID__c","c2g__PayableInvoiceID__r","Lookup","c2g__codaPurchaseInvoice__c","ReferenceTo","Lookup(Payable Invoice)"
"c2g__AccountingSummarization2__c","c2g__PeriodID__c","c2g__PeriodID__r","Lookup","c2g__codaPeriod__c","ReferenceTo","Lookup(Period)"
"c2g__AccountingSummarization2__c","c2g__ProductID__c","c2g__ProductID__r","Lookup","Product2","ReferenceTo","Lookup(Product)"
"c2g__AccountingSummarization2__c","c2g__SalesCreditNoteID__c","c2g__SalesCreditNoteID__r","Lookup","c2g__codaCreditNote__c","ReferenceTo","Lookup(Sales Credit Note)"
"c2g__AccountingSummarization2__c","c2g__SalesInvoiceID__c","c2g__SalesInvoiceID__r","Lookup","c2g__codaInvoice__c","ReferenceTo","Lookup(Sales Invoice)"
"c2g__AccountingSummarization2__c","c2g__SummarizationTemplateID__c","c2g__SummarizationTemplateID__r","Lookup","ffr__SummarizationTemplate__c","ReferenceTo","Lookup(Summarization Template)"
"c2g__AccountingSummarization2__c","c2g__TransactionID__c","c2g__TransactionID__r","Lookup","c2g__codaTransaction__c","ReferenceTo","Lookup(Transaction)"
"c2g__AccountingSummarization2__c","c2g__TransactionLineItemID__c","c2g__TransactionLineItemID__r","Lookup","c2g__codaTransactionLineItem__c","ReferenceTo","Lookup(Transaction Line Item)"
"c2g__AccountingSummarization2__c","c2g__UserID__c","c2g__UserID__r","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AccountingSummarization2__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AccountingSummarization2__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AccountingSummarization2__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"c2g__AccountingSummarization2__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"c2g__AccountingSummarization2__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AccountingSummarization2__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AccountSettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AccountSettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AccountSettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AccountSettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__AccountSettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__AccountSettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__AccountSettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AccountTypeSettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AccountTypeSettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AccountTypeSettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AccountTypeSettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__AccountTypeSettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__AccountTypeSettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__AccountTypeSettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__Allocation__c","c2g__AllocationTemplate__c","c2g__AllocationTemplate__r","Lookup","c2g__AllocationTemplate__c","ReferenceTo","Lookup(Allocation Template)"
"c2g__Allocation__c","c2g__BatchProcess__c","c2g__BatchProcess__r","Lookup","c2g__fflib_BatchProcess__c","ReferenceTo","Lookup(FFA Batch Process)"
"c2g__Allocation__c","c2g__Company__c","c2g__Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__Allocation__c","c2g__PeriodFrom__c","c2g__PeriodFrom__r","Lookup","c2g__codaPeriod__c","ReferenceTo","Lookup(Period)"
"c2g__Allocation__c","c2g__PeriodTo__c","c2g__PeriodTo__r","Lookup","c2g__codaPeriod__c","ReferenceTo","Lookup(Period)"
"c2g__Allocation__c","c2g__PostingPeriod__c","c2g__PostingPeriod__r","Lookup","c2g__codaPeriod__c","ReferenceTo","Lookup(Period)"
"c2g__Allocation__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__Allocation__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__Allocation__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"c2g__Allocation__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"c2g__Allocation__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__Allocation__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationFilter__c","c2g__Account__c","c2g__Account__r","Lookup","Account","ReferenceTo","Lookup(Account)"
"c2g__AllocationFilter__c","c2g__AllocationFilterStructure__c","c2g__AllocationFilterStructure__r","Lookup","c2g__AllocationFilterStructure__c","ReferenceTo","Master-Detail(Allocation Filter Structure)"
"c2g__AllocationFilter__c","c2g__Company__c","c2g__Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__AllocationFilter__c","c2g__Dimension1__c","c2g__Dimension1__r","Lookup","c2g__codaDimension1__c","ReferenceTo","Lookup(Dimension 1)"
"c2g__AllocationFilter__c","c2g__Dimension2__c","c2g__Dimension2__r","Lookup","c2g__codaDimension2__c","ReferenceTo","Lookup(Dimension 2)"
"c2g__AllocationFilter__c","c2g__Dimension3__c","c2g__Dimension3__r","Lookup","c2g__codaDimension3__c","ReferenceTo","Lookup(Dimension 3)"
"c2g__AllocationFilter__c","c2g__Dimension4__c","c2g__Dimension4__r","Lookup","c2g__codaDimension4__c","ReferenceTo","Lookup(Dimension 4)"
"c2g__AllocationFilter__c","c2g__GeneralLedgerAccount__c","c2g__GeneralLedgerAccount__r","Lookup","c2g__codaGeneralLedgerAccount__c","ReferenceTo","Lookup(General Ledger Account)"
"c2g__AllocationFilter__c","c2g__LocalGLA__c","c2g__LocalGLA__r","Lookup","c2g__codaGeneralLedgerAccount__c","ReferenceTo","Lookup(General Ledger Account)"
"c2g__AllocationFilter__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationFilter__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationFilter__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationFilter__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationFilterStructure__c","c2g__AllocationTemplate__c","c2g__AllocationTemplate__r","Lookup","c2g__AllocationTemplate__c","ReferenceTo","Master-Detail(Allocation Template)"
"c2g__AllocationFilterStructure__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationFilterStructure__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationFilterStructure__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationFilterStructure__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationLog__c","c2g__Allocation__c","c2g__Allocation__r","Lookup","c2g__Allocation__c","ReferenceTo","Master-Detail(Allocation)"
"c2g__AllocationLog__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationLog__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationLog__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationLog__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationRule__c","c2g__Company__c","c2g__Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__AllocationRule__c","c2g__StatisticalBasis__c","c2g__StatisticalBasis__r","Lookup","c2g__StatisticalBasis__c","ReferenceTo","Lookup(Allocation Basis)"
"c2g__AllocationRule__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationRule__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationRule__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"c2g__AllocationRule__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"c2g__AllocationRule__c","RecordTypeId","RecordType","RecordType","RecordType","ReferenceTo","Record Type"
"c2g__AllocationRule__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationRule__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationSchedule__c","c2g__BatchProcess__c","c2g__BatchProcess__r","Lookup","c2g__fflib_BatchProcess__c","ReferenceTo","Lookup(FFA Batch Process)"
"c2g__AllocationSchedule__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationSchedule__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationSchedule__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"c2g__AllocationSchedule__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"c2g__AllocationSchedule__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationSchedule__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationScheduleCompany__c","c2g__AllocationSchedule__c","c2g__AllocationSchedule__r","Lookup","c2g__AllocationSchedule__c","ReferenceTo","Lookup(zDeprecated:Allocation Schedule)"
"c2g__AllocationScheduleCompany__c","c2g__Company__c","c2g__Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__AllocationScheduleCompany__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationScheduleCompany__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationScheduleCompany__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"c2g__AllocationScheduleCompany__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"c2g__AllocationScheduleCompany__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationScheduleCompany__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationScheduleLog__c","c2g__AllocationSchedule__c","c2g__AllocationSchedule__r","Lookup","c2g__AllocationSchedule__c","ReferenceTo","Lookup(zDeprecated:Allocation Schedule)"
"c2g__AllocationScheduleLog__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationScheduleLog__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationScheduleLog__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"c2g__AllocationScheduleLog__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"c2g__AllocationScheduleLog__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationScheduleLog__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationScheduleTemplate__c","c2g__AllocationSchedule__c","c2g__AllocationSchedule__r","Lookup","c2g__AllocationSchedule__c","ReferenceTo","Master-Detail(zDeprecated:Allocation Schedule)"
"c2g__AllocationScheduleTemplate__c","c2g__AllocationTemplate__c","c2g__AllocationTemplate__r","Lookup","c2g__AllocationTemplate__c","ReferenceTo","Master-Detail(Allocation Template)"
"c2g__AllocationScheduleTemplate__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationScheduleTemplate__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationScheduleTemplate__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationScheduleTemplate__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationSplitTemplate__c","c2g__AllocationTemplate__c","c2g__AllocationTemplate__r","Lookup","c2g__AllocationTemplate__c","ReferenceTo","Master-Detail(Allocation Template)"
"c2g__AllocationSplitTemplate__c","c2g__Company__c","c2g__Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__AllocationSplitTemplate__c","c2g__Dimension1__c","c2g__Dimension1__r","Lookup","c2g__codaDimension1__c","ReferenceTo","Lookup(Dimension 1)"
"c2g__AllocationSplitTemplate__c","c2g__Dimension2__c","c2g__Dimension2__r","Lookup","c2g__codaDimension2__c","ReferenceTo","Lookup(Dimension 2)"
"c2g__AllocationSplitTemplate__c","c2g__Dimension3__c","c2g__Dimension3__r","Lookup","c2g__codaDimension3__c","ReferenceTo","Lookup(Dimension 3)"
"c2g__AllocationSplitTemplate__c","c2g__Dimension4__c","c2g__Dimension4__r","Lookup","c2g__codaDimension4__c","ReferenceTo","Lookup(Dimension 4)"
"c2g__AllocationSplitTemplate__c","c2g__GeneralLedgerAccount__c","c2g__GeneralLedgerAccount__r","Lookup","c2g__codaGeneralLedgerAccount__c","ReferenceTo","Lookup(General Ledger Account)"
"c2g__AllocationSplitTemplate__c","c2g__GeneralLedgerAccountAll__c","c2g__GeneralLedgerAccountAll__r","Lookup","c2g__codaGeneralLedgerAccount__c","ReferenceTo","Lookup(General Ledger Account)"
"c2g__AllocationSplitTemplate__c","c2g__LocalGLA__c","c2g__LocalGLA__r","Lookup","c2g__codaGeneralLedgerAccount__c","ReferenceTo","Lookup(General Ledger Account)"
"c2g__AllocationSplitTemplate__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationSplitTemplate__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__AllocationSplitTemplate__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__AllocationSplitTemplate__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__AllocationTemplate__c","c2g__AllocationRule__c","c2g__AllocationRule__r","Lookup","c2g__AllocationRule__c","ReferenceTo","Lookup(Allocation Rule)"
"c2g__AllocationTemplate__c","c2g__DestinationCompany__c","c2g__DestinationCompany__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
