"api_name","category"
"ffbf__CompanyTest__ChangeEvent","standard"
"ffbf__CompanyTest__Share","standard"
"ffbf__fflib_SchedulerConfiguration__c","custom"
"ffbf__fflib_SchedulerConfiguration__ChangeEvent","standard"
"ffbf__fflib_SchedulerConfiguration__Share","standard"
"ffbf__ffsda_SupportDataAccessKey__c","custom"
"ffbf__ffsda_SupportDataAccessKey__ChangeEvent","standard"
"ffbf__PaymentMediaControlTest__c","custom"
"ffbf__PaymentMediaControlTest__ChangeEvent","standard"
"ffbf__PaymentMediaControlTest__Share","standard"
"ffbf__PaymentMediaDetailTest__c","custom"
"ffbf__PaymentMediaDetailTest__ChangeEvent","standard"
"ffbf__PaymentMediaSummaryTest__c","custom"
"ffbf__PaymentMediaSummaryTest__ChangeEvent","standard"
"ffbf__PaymentTest__c","custom"
"ffbf__PaymentTest__ChangeEvent","standard"
"ffbf__PaymentTest__Share","standard"
"ffc__Event__c","custom"
"ffc__Event__ChangeEvent","standard"
"ffc__Event__Share","standard"
"ffct__Bundle__c","custom"
"ffct__Bundle__ChangeEvent","standard"
"ffct__Bundle__Share","standard"
"ffct__Bundle_Provision_State__c","custom"
"ffct__Bundle_Provision_State__ChangeEvent","standard"
"ffct__Bundle_Provision_State__Share","standard"
"ffct__BundleComponent__c","custom"
"ffct__BundleComponent__ChangeEvent","standard"
"ffct__BundleJob__c","custom"
"ffct__BundleJob__ChangeEvent","standard"
"ffct__BundleJob__Share","standard"
"ffct__BundleJobItem__c","custom"
"ffct__BundleJobItem__ChangeEvent","standard"
"ffct__BundleSubComponent__c","custom"
"ffct__BundleSubComponent__ChangeEvent","standard"
"ffct__ClearDataState__c","custom"
"ffct__ClearDataState__ChangeEvent","standard"
"ffct__ClearDataState__Share","standard"
"ffct__CompareAndDeployJob__c","custom"
"ffct__CompareAndDeployJob__ChangeEvent","standard"
"ffct__CompareAndDeployJob__Share","standard"
"ffct__CompareAndDeployProcessLog__c","custom"
"ffct__CompareAndDeployProcessLog__ChangeEvent","standard"
"ffct__ComponentCountInfo__c","custom"
"ffct__ComponentCountInfo__ChangeEvent","standard"
"ffct__Connection__c","custom"
"ffct__Connection__ChangeEvent","standard"
"ffct__Connection__Share","standard"
"ffct__ConnectionsCustomField__c","custom"
"ffct__ConnectionsCustomField__ChangeEvent","standard"
"ffct__ConnectionsCustomObject__c","custom"
"ffct__ConnectionsCustomObject__ChangeEvent","standard"
"ffct__ConsultantToolConfigurationSetting__c","custom"
"ffct__ConsultantToolConfigurationSetting__ChangeEvent","standard"
"ffct__ConsultantToolsActivationSettings__c","custom"
"ffct__ConsultantToolsActivationSettings__ChangeEvent","standard"
"ffct__ConsultingToolLookup__c","custom"
"ffct__ConsultingToolLookup__ChangeEvent","standard"
"ffct__ConsultingToolLookup__Share","standard"
"ffct__DateMoverState__c","custom"
"ffct__DateMoverState__ChangeEvent","standard"
"ffct__DateMoverState__Share","standard"
"ffct__FeatureLimit__c","custom"
"ffct__FeatureLimit__ChangeEvent","standard"
"ffct__FeatureLimit__Share","standard"
"ffct__fflib_BatchProcess__c","custom"
"ffct__fflib_BatchProcess__ChangeEvent","standard"
"ffct__fflib_BatchProcess__Share","standard"
"ffct__fflib_BatchProcessDetail__c","custom"
"ffct__fflib_BatchProcessDetail__ChangeEvent","standard"
"ffct__fflib_SchedulerConfiguration__c","custom"
"ffct__fflib_SchedulerConfiguration__ChangeEvent","standard"
"ffct__fflib_SchedulerConfiguration__Share","standard"
"ffct__MergeLayoutState__c","custom"
"ffct__MergeLayoutState__ChangeEvent","standard"
"ffct__MergeLayoutState__Share","standard"
"ffct__MergeProfileJob__c","custom"
"ffct__MergeProfileJob__ChangeEvent","standard"
"ffct__MergeProfileJob__Share","standard"
"ffct__MergeProfileProcessLog__c","custom"
"ffct__MergeProfileProcessLog__ChangeEvent","standard"
"ffct__MergeProfileState__c","custom"
"ffct__MergeProfileState__ChangeEvent","standard"
"ffct__MergeProfileState__Share","standard"
"ffct__MetadataMigration__c","custom"
"ffct__MetadataMigration__ChangeEvent","standard"
"ffct__MigrationRule__c","custom"
"ffct__MigrationRule__ChangeEvent","standard"
"ffct__MigrationRule__Share","standard"
"ffct__MigrationRuleValue__c","custom"
"ffct__MigrationRuleValue__ChangeEvent","standard"
"ffct__MigrationSet__c","custom"
"ffct__MigrationSet__ChangeEvent","standard"
"ffct__MigrationSet__Share","standard"
"ffct__MigrationSetJob__c","custom"
"ffct__MigrationSetJob__ChangeEvent","standard"
"ffct__MigrationSetJob__Share","standard"
"ffct__MigrationSetProcessLog__c","custom"
"ffct__MigrationSetProcessLog__ChangeEvent","standard"
"ffct__MigrationSetRule__c","custom"
"ffct__MigrationSetRule__ChangeEvent","standard"
"ffct__OAuthSetting__c","custom"
"ffct__OAuthSetting__ChangeEvent","standard"
"ffct__RecordMigration__c","custom"
"ffct__RecordMigration__ChangeEvent","standard"
"ffct__ReleasePackage__c","custom"
"ffct__ReleasePackage__ChangeEvent","standard"
"ffct__ReleasePackage__Share","standard"
"ffdl__FFDatastreamSettings__c","custom"
"ffdl__FFDatastreamSettings__ChangeEvent","standard"
"fferpcore__AccountCreditTerms__c","custom"
"fferpcore__AccountCreditTerms__ChangeEvent","standard"
"fferpcore__AccountExtension__c","custom"
"fferpcore__AccountExtension__ChangeEvent","standard"
"fferpcore__AnalysisItem__c","custom"
"fferpcore__AnalysisItem__ChangeEvent","standard"
"fferpcore__AnalysisItem__Share","standard"
"fferpcore__AsyncAPISettings__c","custom"
"fferpcore__AsyncAPISettings__ChangeEvent","standard"
"fferpcore__AsyncFrameworkEvent__e","custom"
"fferpcore__AsyncJobDependency__c","custom"
"fferpcore__AsyncJobDependency__ChangeEvent","standard"
"fferpcore__AsyncJobGroup__c","custom"
"fferpcore__AsyncJobGroup__ChangeEvent","standard"
"fferpcore__AsyncJobGroup__Share","standard"
"fferpcore__AsyncJobGroupDependency__c","custom"
"fferpcore__AsyncJobGroupDependency__ChangeEvent","standard"
"fferpcore__AsyncJobRecord__c","custom"
"fferpcore__AsyncJobRecord__ChangeEvent","standard"
"fferpcore__AsyncJobRecord__Share","standard"
"fferpcore__BatchSettings__c","custom"
"fferpcore__BatchSettings__ChangeEvent","standard"
"fferpcore__BillingDocument__c","custom"
"fferpcore__BillingDocument__ChangeEvent","standard"
"fferpcore__BillingDocument__Feed","standard"
"fferpcore__BillingDocument__History","standard"
"fferpcore__BillingDocument__Share","standard"
"fferpcore__BillingDocumentLineItem__c","custom"
"fferpcore__BillingDocumentLineItem__ChangeEvent","standard"
"fferpcore__BillingDocumentLineItem__History","standard"
"fferpcore__Chunk__c","custom"
"fferpcore__Chunk__ChangeEvent","standard"
"fferpcore__Company__c","custom"
"fferpcore__Company__ChangeEvent","standard"
"fferpcore__Company__Feed","standard"
"fferpcore__Company__History","standard"
"fferpcore__Company__Share","standard"
"fferpcore__CompanyCreditTerms__c","custom"
"fferpcore__CompanyCreditTerms__ChangeEvent","standard"
"fferpcore__CompanySite__c","custom"
"fferpcore__CompanySite__ChangeEvent","standard"
"fferpcore__CompanyTaxInformation__c","custom"
"fferpcore__CompanyTaxInformation__ChangeEvent","standard"
"fferpcore__CompanyTaxInformation__Share","standard"
"fferpcore__ConfigurationItem__mdt","custom"
"fferpcore__DataTransformation__c","custom"
"fferpcore__DataTransformation__ChangeEvent","standard"
"fferpcore__DataTransformation__History","standard"
"fferpcore__DataTransformationTable__c","custom"
"fferpcore__DataTransformationTable__ChangeEvent","standard"
"fferpcore__DataTransformationTable__History","standard"
"fferpcore__DataTransformationTable__Share","standard"
"fferpcore__DelegatedSystemModeSettings__c","custom"
"fferpcore__DelegatedSystemModeSettings__ChangeEvent","standard"
"fferpcore__DPNodeDeclaration__c","custom"
"fferpcore__DPNodeDeclaration__ChangeEvent","standard"
"fferpcore__DSCustomMapping__c","custom"
"fferpcore__DSCustomMapping__ChangeEvent","standard"
"fferpcore__ErpCommonObjectSettings__c","custom"
"fferpcore__ErpCommonObjectSettings__ChangeEvent","standard"
"fferpcore__ErpInternalEvent__e","custom"
"fferpcore__ErpMessagingSettings__c","custom"
"fferpcore__ErpMessagingSettings__ChangeEvent","standard"
"fferpcore__ERPProduct__c","custom"
"fferpcore__ERPProduct__ChangeEvent","standard"
"fferpcore__ERPProduct__Share","standard"
"fferpcore__ExchangeRateEntry__c","custom"
"fferpcore__ExchangeRateEntry__ChangeEvent","standard"
"fferpcore__ExchangeRateGroup__c","custom"
"fferpcore__ExchangeRateGroup__ChangeEvent","standard"
"fferpcore__ExchangeRateGroup__Share","standard"
"fferpcore__ExchangeRateHistory__c","custom"
"fferpcore__ExchangeRateHistory__ChangeEvent","standard"
"fferpcore__ExchangeRateHistory__Share","standard"
"fferpcore__ExchangeRateSettings__c","custom"
"fferpcore__ExchangeRateSettings__ChangeEvent","standard"
"fferpcore__exp_configurationItem__c","custom"
"fferpcore__exp_configurationItem__ChangeEvent","standard"
"fferpcore__exp_configurationItem__Share","standard"
"fferpcore__FeatureConsoleActivation__c","custom"
"fferpcore__FeatureConsoleActivation__ChangeEvent","standard"
"fferpcore__FeatureConsoleActivation__Share","standard"
"fferpcore__FeatureConsoleFeature__mdt","custom"
"fferpcore__FeatureConsoleFeatureParameter__mdt","custom"
"fferpcore__FeatureConsoleFeatureStep__mdt","custom"
"fferpcore__FeatureConsoleFilters__c","custom"
"fferpcore__FeatureConsoleFilters__ChangeEvent","standard"
"fferpcore__FeatureEnablementLog__c","custom"
"fferpcore__FeatureEnablementLog__ChangeEvent","standard"
"fferpcore__FeatureEnablementLog__Share","standard"
"fferpcore__ff_Engagement__c","custom"
"fferpcore__ff_Engagement__ChangeEvent","standard"
"fferpcore__ff_Engagement__Share","standard"
"fferpcore__FFDatastreamSettings__c","custom"
"fferpcore__FFDatastreamSettings__ChangeEvent","standard"
"fferpcore__ffhyb_HybridConfiguration__mdt","custom"
"fferpcore__fflib_BatchProcess__c","custom"
"fferpcore__fflib_BatchProcess__ChangeEvent","standard"
"fferpcore__fflib_BatchProcess__Share","standard"
"fferpcore__fflib_BatchProcessDetail__c","custom"
"fferpcore__fflib_BatchProcessDetail__ChangeEvent","standard"
"fferpcore__fflib_SchedulerConfiguration__c","custom"
"fferpcore__fflib_SchedulerConfiguration__ChangeEvent","standard"
"fferpcore__fflib_SchedulerConfiguration__Share","standard"
"fferpcore__fflib_XXXBatchTestOpportunity2__c","custom"
"fferpcore__fflib_XXXBatchTestOpportunity2__ChangeEvent","standard"
"fferpcore__fflib_XXXBatchTestOpportunity2__Feed","standard"
"fferpcore__fflib_XXXBatchTestOpportunity2__Share","standard"
"fferpcore__frb_Combined_Real_Time_Config__c","custom"
"fferpcore__frb_Combined_Real_Time_Config__ChangeEvent","standard"
"fferpcore__frb_Financial_Report__c","custom"
"fferpcore__frb_Financial_Report__ChangeEvent","standard"
"fferpcore__frb_Financial_Report__Share","standard"
"fferpcore__frb_Period_Configuration__c","custom"
"fferpcore__frb_Period_Configuration__ChangeEvent","standard"
"fferpcore__frb_Period_Configuration__Share","standard"
"fferpcore__frb_Real_Time_Config_Group__c","custom"
"fferpcore__frb_Real_Time_Config_Group__ChangeEvent","standard"
"fferpcore__frb_Real_Time_Config_Group__Share","standard"
"fferpcore__frb_Real_Time_Configuration__c","custom"
"fferpcore__frb_Real_Time_Configuration__ChangeEvent","standard"
"fferpcore__frb_Real_Time_Configuration__Share","standard"
"fferpcore__frb_Reporting_Component_Configuration__c","custom"
"fferpcore__frb_Reporting_Component_Configuration__ChangeEvent","standard"
"fferpcore__frb_Reporting_Component_Configuration__Share","standard"
"fferpcore__frb_Setting__c","custom"
"fferpcore__frb_Setting__ChangeEvent","standard"
"fferpcore__IHCCIntegration_Lock__c","custom"
"fferpcore__IHCCIntegration_Lock__ChangeEvent","standard"
"fferpcore__IHCCIntegration_Lock__Share","standard"
"fferpcore__IHCCIntegration_Queue_Event__c","custom"
"fferpcore__IHCCIntegration_Queue_Event__ChangeEvent","standard"
"fferpcore__IHCCIntegration_Queue_Event__Share","standard"
"fferpcore__Mapping__c","custom"
"fferpcore__Mapping__ChangeEvent","standard"
"fferpcore__Mapping__Share","standard"
"fferpcore__MessageType__c","custom"
"fferpcore__MessageType__ChangeEvent","standard"
"fferpcore__MessageType__Share","standard"
"fferpcore__MessagingDelivery__c","custom"
"fferpcore__MessagingDelivery__ChangeEvent","standard"
"fferpcore__MessagingDelivery__History","standard"
"fferpcore__MessagingMessage__c","custom"
"fferpcore__MessagingMessage__ChangeEvent","standard"
"fferpcore__MessagingPublication__c","custom"
"fferpcore__MessagingPublication__ChangeEvent","standard"
"fferpcore__MessagingSubscription__c","custom"
"fferpcore__MessagingSubscription__ChangeEvent","standard"
"fferpcore__PermissionErrorLog__c","custom"
"fferpcore__PermissionErrorLog__ChangeEvent","standard"
"fferpcore__PermissionErrorLog__Share","standard"
"fferpcore__PermissionErrorLogSettings__c","custom"
"fferpcore__PermissionErrorLogSettings__ChangeEvent","standard"
"fferpcore__PermissionOperationData__c","custom"
"fferpcore__PermissionOperationData__ChangeEvent","standard"
"fferpcore__PermissionOperationData__Share","standard"
"fferpcore__Plugin__mdt","custom"
"fferpcore__ProcessLog__c","custom"
"fferpcore__ProcessLog__ChangeEvent","standard"
"fferpcore__ProcessLog__Share","standard"
"fferpcore__ProcessRun__c","custom"
"fferpcore__ProcessRun__ChangeEvent","standard"
"fferpcore__ProcessRun__Share","standard"
"fferpcore__ProcessTracking__c","custom"
"fferpcore__ProcessTracking__ChangeEvent","standard"
"fferpcore__ProcessTracking__Share","standard"
"fferpcore__ProcessUserGroup__c","custom"
"fferpcore__ProcessUserGroup__ChangeEvent","standard"
"fferpcore__ProcessUserGroup__Share","standard"
"fferpcore__ProductExtension__c","custom"
"fferpcore__ProductExtension__ChangeEvent","standard"
"fferpcore__ProductExtension__Share","standard"
"fferpcore__ProductProxy__c","custom"
"fferpcore__ProductProxy__ChangeEvent","standard"
"fferpcore__ProductProxy__Share","standard"
"fferpcore__PSA_Analytics_Setup__c","custom"
"fferpcore__PSA_Analytics_Setup__ChangeEvent","standard"
"fferpcore__PSA_Analytics_Setup__Share","standard"
"fferpcore__PSASetting__c","custom"
"fferpcore__PSASetting__ChangeEvent","standard"
"fferpcore__ScannedPayableDocument__c","custom"
"fferpcore__ScannedPayableDocument__ChangeEvent","standard"
"fferpcore__ScannedPayableDocument__Share","standard"
"fferpcore__ScannedPayableDocumentLine__c","custom"
"fferpcore__ScannedPayableDocumentLine__ChangeEvent","standard"
"fferpcore__ScheduledJob__c","custom"
"fferpcore__ScheduledJob__ChangeEvent","standard"
"fferpcore__ScheduledJob__Share","standard"
"fferpcore__ScheduledJobLog__c","custom"
"fferpcore__ScheduledJobLog__ChangeEvent","standard"
"fferpcore__ScheduledJobRun__c","custom"
"fferpcore__ScheduledJobRun__ChangeEvent","standard"
"fferpcore__Sequence__mdt","custom"
"fferpcore__SequenceComplete__e","custom"
"fferpcore__SequenceCounter__c","custom"
"fferpcore__SequenceCounter__ChangeEvent","standard"
"fferpcore__SequenceCounter__Share","standard"
"fferpcore__SequenceField__mdt","custom"
"fferpcore__SequenceLastRun__c","custom"
"fferpcore__SequenceLastRun__ChangeEvent","standard"
"fferpcore__SequencePart__mdt","custom"
"fferpcore__SequenceRequest__e","custom"
"fferpcore__SlackChannelEvent__e","custom"
"fferpcore__SlackChannelInviteEvent__e","custom"
"fferpcore__SlackChannelSetting__mdt","custom"
"fferpcore__SlackChannelStateEvent__e","custom"
"fferpcore__SubscriptionMessageType__c","custom"
"fferpcore__SubscriptionMessageType__ChangeEvent","standard"
"fferpcore__TaxCode__c","custom"
"fferpcore__TaxCode__ChangeEvent","standard"
"fferpcore__TaxCode__Feed","standard"
"fferpcore__TaxCode__History","standard"
"fferpcore__TaxCode__Share","standard"
"fferpcore__TaxDetail__c","custom"
"fferpcore__TaxDetail__ChangeEvent","standard"
"fferpcore__TaxRate__c","custom"
"fferpcore__TaxRate__ChangeEvent","standard"
"fferpcore__TaxRate__History","standard"
"fferpcore__TestPublication__c","custom"
"fferpcore__TestPublication__ChangeEvent","standard"
"fferpcore__TestPublication__Share","standard"
"fferpcore__TestSubscription__c","custom"
"fferpcore__TestSubscription__ChangeEvent","standard"
"fferpcore__TestSubscription__Share","standard"
"fferpcore__UpdateExchangeRateCurrencySettings__c","custom"
"fferpcore__UpdateExchangeRateCurrencySettings__ChangeEvent","standard"
"fferpcore__UpdateExchangeRateGroupSettings__c","custom"
"fferpcore__UpdateExchangeRateGroupSettings__ChangeEvent","standard"
"fferpcore__UpdateExchangeRateTypeSettings__c","custom"
"fferpcore__UpdateExchangeRateTypeSettings__ChangeEvent","standard"
"fferpcore__UserInformation__c","custom"
"fferpcore__UserInformation__ChangeEvent","standard"
"fferpcore__UserInformation__History","standard"
"fferpcore__UserInformation__Share","standard"
"fferpcore__UserInformationAssignment__c","custom"
"fferpcore__UserInformationAssignment__ChangeEvent","standard"
"fferpcore__UserInformationAssignment__Feed","standard"
"fferpcore__UserInformationAssignment__History","standard"
"fferpcore__UserManagementTemplate__mdt","custom"
"fferpcore__UserManagementTemplateData__mdt","custom"
"fferpcore__VirtualDataObjectProviderFactory__mdt","custom"
"fferpcore__VirtualDataObjectSourceMapping__mdt","custom"
"fferpcore__VirtualDataObjectTargetMapping__mdt","custom"
"ffirule__ClickLinkAnotherSourceTest__c","custom"
"ffirule__ClickLinkAnotherSourceTest__ChangeEvent","standard"
"ffirule__ClickLinkManagedJob__c","custom"
"ffirule__ClickLinkManagedJob__ChangeEvent","standard"
"ffirule__ClickLinkManagedJob__Share","standard"
"ffirule__fflib_BatchProcess__c","custom"
"ffirule__fflib_BatchProcess__ChangeEvent","standard"
"ffirule__fflib_BatchProcess__Share","standard"
"ffirule__fflib_BatchProcessDetail__c","custom"
"ffirule__fflib_BatchProcessDetail__ChangeEvent","standard"
"ffirule__fflib_SchedulerConfiguration__c","custom"
"ffirule__fflib_SchedulerConfiguration__ChangeEvent","standard"
"ffirule__fflib_SchedulerConfiguration__Share","standard"
"ffirule__fflib_XXXBatchTestOpportunity2__c","custom"
"ffirule__fflib_XXXBatchTestOpportunity2__ChangeEvent","standard"
"ffirule__fflib_XXXBatchTestOpportunity2__Feed","standard"
"ffirule__fflib_XXXBatchTestOpportunity2__Share","standard"
"ffirule__IntegrationRule__c","custom"
"ffirule__IntegrationRule__ChangeEvent","standard"
"ffirule__IntegrationRule__History","standard"
"ffirule__IntegrationRule__Share","standard"
"ffirule__IntegrationRuleAction__c","custom"
"ffirule__IntegrationRuleAction__ChangeEvent","standard"
"ffirule__IntegrationRuleButton__c","custom"
"ffirule__IntegrationRuleButton__ChangeEvent","standard"
"ffirule__IntegrationRuleJob__c","custom"
"ffirule__IntegrationRuleJob__ChangeEvent","standard"
"ffirule__IntegrationRuleJob__History","standard"
"ffirule__IntegrationRuleLineLookupTest__c","custom"
"ffirule__IntegrationRuleLineLookupTest__ChangeEvent","standard"
"ffirule__IntegrationRuleLineLookupTest__Share","standard"
"ffirule__IntegrationRuleLog__c","custom"
"ffirule__IntegrationRuleLog__ChangeEvent","standard"
"ffirule__IntegrationRuleLog__History","standard"
"ffirule__IntegrationRuleLog__Share","standard"
"ffirule__IntegrationRuleLogLineItem__c","custom"
"ffirule__IntegrationRuleLogLineItem__ChangeEvent","standard"
"ffirule__IntegrationRuleLookupTest__c","custom"
"ffirule__IntegrationRuleLookupTest__ChangeEvent","standard"
"ffirule__IntegrationRuleLookupTest__Share","standard"
"ffirule__IntegrationRuleMapping__c","custom"
"ffirule__IntegrationRuleMapping__ChangeEvent","standard"
"ffirule__IntegrationRuleRelationship__c","custom"
"ffirule__IntegrationRuleRelationship__ChangeEvent","standard"
"ffirule__IntegrationRuleRelationship__History","standard"
"ffirule__IntegrationRuleSettings__c","custom"
"ffirule__IntegrationRuleSettings__ChangeEvent","standard"
"ffirule__IntegrationRuleSourceLineItemTest__c","custom"
"ffirule__IntegrationRuleSourceLineItemTest__ChangeEvent","standard"
"ffirule__IntegrationRuleSourceListViewTest__c","custom"
"ffirule__IntegrationRuleSourceListViewTest__ChangeEvent","standard"
"ffirule__IntegrationRuleSourceListViewTest__Share","standard"
"ffirule__IntegrationRuleSourceTest__c","custom"
"ffirule__IntegrationRuleSourceTest__ChangeEvent","standard"
"ffirule__IntegrationRuleSourceTest__Feed","standard"
"ffirule__IntegrationRuleSourceTest__Share","standard"
"ffirule__IntegrationRuleTargetLineItemTest__c","custom"
"ffirule__IntegrationRuleTargetLineItemTest__ChangeEvent","standard"
"ffirule__IntegrationRuleTargetTest__c","custom"
"ffirule__IntegrationRuleTargetTest__ChangeEvent","standard"
"ffirule__IntegrationRuleTargetTest__Share","standard"
"ffps_prt__RemittanceSettings__c","custom"
"ffps_prt__RemittanceSettings__ChangeEvent","standard"
"ffr__AccountingIntegration__mdt","custom"
"ffr__ActionViewsPersonalSetting__c","custom"
"ffr__ActionViewsPersonalSetting__ChangeEvent","standard"
"ffr__ActionViewsSettings__c","custom"
"ffr__ActionViewsSettings__ChangeEvent","standard"
"ffr__AvailableAction__mdt","custom"
"ffr__AvailableSummarizationObjects__mdt","custom"
"ffr__CannedDataview__mdt","custom"
"ffr__CommonNamePicklistField__mdt","custom"
"ffr__DataView__c","custom"
"ffr__DataView__ChangeEvent","standard"
"ffr__DataView__Feed","standard"
"ffr__DataView__History","standard"
"ffr__DataView__Share","standard"
"ffr__DataViewAction__c","custom"
"ffr__DataViewAction__ChangeEvent","standard"
"ffr__DataViewAction__History","standard"
"ffr__DataviewCommonName__c","custom"
"ffr__DataviewCommonName__ChangeEvent","standard"
"ffr__DataviewCommonName__Share","standard"
"ffr__DataViewField__c","custom"
"ffr__DataViewField__ChangeEvent","standard"
"ffr__DataViewField__Feed","standard"
"ffr__DataViewField__History","standard"
"ffr__DataViewJoin__c","custom"
"ffr__DataViewJoin__ChangeEvent","standard"
"ffr__DataViewJoin__History","standard"
"ffr__DataViewJoinFilter__c","custom"
"ffr__DataViewJoinFilter__ChangeEvent","standard"
"ffr__DataViewJoinFilter__History","standard"
"ffr__DataViewTransposeItem__c","custom"
"ffr__DataViewTransposeItem__ChangeEvent","standard"
"ffr__DataViewTransposeItem__History","standard"
"ffr__fflib_BatchProcess__c","custom"
"ffr__fflib_BatchProcess__ChangeEvent","standard"
"ffr__fflib_BatchProcess__Share","standard"
"ffr__fflib_BatchProcessDetail__c","custom"
"ffr__fflib_BatchProcessDetail__ChangeEvent","standard"
"ffr__fflib_SchedulerConfiguration__c","custom"
"ffr__fflib_SchedulerConfiguration__ChangeEvent","standard"
"ffr__fflib_SchedulerConfiguration__Share","standard"
"ffr__Filter__c","custom"
"ffr__Filter__ChangeEvent","standard"
"ffr__Filter__Share","standard"
"ffr__FilterElement__c","custom"
"ffr__FilterElement__ChangeEvent","standard"
"ffr__FilterElement__History","standard"
"ffr__InquiryTemplate__c","custom"
"ffr__InquiryTemplate__ChangeEvent","standard"
"ffr__InquiryTemplate__Feed","standard"
"ffr__InquiryTemplate__History","standard"
"ffr__InquiryTemplate__Share","standard"
"ffr__InquiryTemplateColumn__c","custom"
"ffr__InquiryTemplateColumn__ChangeEvent","standard"
"ffr__InquiryTemplateColumn__History","standard"
"ffr__InquiryTemplateColumnFilter__c","custom"
"ffr__InquiryTemplateColumnFilter__ChangeEvent","standard"
"ffr__InquiryTemplateColumnFilter__History","standard"
"ffr__InquiryTemplateColumnFormula__c","custom"
"ffr__InquiryTemplateColumnFormula__ChangeEvent","standard"
"ffr__InquiryTemplateColumnFormula__History","standard"
"ffr__InquiryTemplateCommonName__c","custom"
"ffr__InquiryTemplateCommonName__ChangeEvent","standard"
"ffr__InquiryTemplateCommonName__History","standard"
"ffr__InquiryTemplateExcludedAction__c","custom"
"ffr__InquiryTemplateExcludedAction__ChangeEvent","standard"
"ffr__InquiryTemplateFilter__c","custom"
"ffr__InquiryTemplateFilter__ChangeEvent","standard"
"ffr__InquiryTemplateFilter__History","standard"
"ffr__InquiryTemplateRCP__c","custom"
"ffr__InquiryTemplateRCP__ChangeEvent","standard"
"ffr__InquiryTemplateRCP__History","standard"
"ffr__InquiryTemplateSignFilter__c","custom"
"ffr__InquiryTemplateSignFilter__ChangeEvent","standard"
"ffr__InquiryTemplateSignFilter__History","standard"
"ffr__InquiryTemplateSortItem__c","custom"
"ffr__InquiryTemplateSortItem__ChangeEvent","standard"
"ffr__InquiryTemplateSortItem__History","standard"
"ffr__InquiryTemplateTransposeDrill__c","custom"
"ffr__InquiryTemplateTransposeDrill__ChangeEvent","standard"
"ffr__InquiryTemplateTransposeDrill__History","standard"
"ffr__MassDeleteBatchLog__c","custom"
"ffr__MassDeleteBatchLog__ChangeEvent","standard"
"ffr__MassDeleteControlRecord__c","custom"
"ffr__MassDeleteControlRecord__ChangeEvent","standard"
"ffr__MassDeleteControlRecord__Share","standard"
"ffr__ObjectToObjectMap__c","custom"
"ffr__ObjectToObjectMap__ChangeEvent","standard"
"ffr__ObjectToObjectMap__Share","standard"
"ffr__ObjectToObjectMapFieldLink__c","custom"
"ffr__ObjectToObjectMapFieldLink__ChangeEvent","standard"
"ffr__PaletteSections__mdt","custom"
"ffr__RCPPeer__c","custom"
"ffr__RCPPeer__ChangeEvent","standard"
"ffr__RelatedContentPane__c","custom"
"ffr__RelatedContentPane__ChangeEvent","standard"
"ffr__RelatedContentPane__History","standard"
"ffr__RelatedContentPane__Share","standard"
"ffr__RelatedContentPaneComponent__c","custom"
"ffr__RelatedContentPaneComponent__ChangeEvent","standard"
"ffr__RelatedContentPaneComponent__History","standard"
"ffr__RelatedContentPaneTab__c","custom"
"ffr__RelatedContentPaneTab__ChangeEvent","standard"
"ffr__RelatedContentPaneTab__History","standard"
"ffr__ReportingCalculation__c","custom"
"ffr__ReportingCalculation__ChangeEvent","standard"
"ffr__ReportingDataRange__c","custom"
"ffr__ReportingDataRange__ChangeEvent","standard"
"ffr__ReportingDefinition__c","custom"
"ffr__ReportingDefinition__ChangeEvent","standard"
"ffr__ReportingDefinition__Share","standard"
"ffr__ReportingDrillMapping__c","custom"
"ffr__ReportingDrillMapping__ChangeEvent","standard"
"ffr__ReportingExecution__c","custom"
"ffr__ReportingExecution__ChangeEvent","standard"
"ffr__ReportingExecution__Share","standard"
"ffr__ReportingFilter__c","custom"
"ffr__ReportingFilter__ChangeEvent","standard"
"ffr__ReportingFilter__Share","standard"
"ffr__ReportingFilterMapping__c","custom"
"ffr__ReportingFilterMapping__ChangeEvent","standard"
"ffr__ReportingIntersection__c","custom"
"ffr__ReportingIntersection__ChangeEvent","standard"
"ffr__ReportingLabel__c","custom"
"ffr__ReportingLabel__ChangeEvent","standard"
"ffr__ReportingLog__c","custom"
"ffr__ReportingLog__ChangeEvent","standard"
"ffr__ReportingObject__c","custom"
"ffr__ReportingObject__ChangeEvent","standard"
"ffr__ReportingObject__Share","standard"
"ffr__ReportingPage__c","custom"
"ffr__ReportingPage__ChangeEvent","standard"
"ffr__ReportingPageTable__c","custom"
"ffr__ReportingPageTable__ChangeEvent","standard"
"ffr__ReportingPageTableColumn__c","custom"
"ffr__ReportingPageTableColumn__ChangeEvent","standard"
"ffr__ReportingPageTableRow__c","custom"
"ffr__ReportingPageTableRow__ChangeEvent","standard"
"ffr__ReportingPrompt__c","custom"
"ffr__ReportingPrompt__ChangeEvent","standard"
"ffr__ReportingPromptMapping__c","custom"
"ffr__ReportingPromptMapping__ChangeEvent","standard"
"ffr__ReportingSettings__c","custom"
"ffr__ReportingSettings__ChangeEvent","standard"
"ffr__ReportingValue__c","custom"
"ffr__ReportingValue__ChangeEvent","standard"
"ffr__SummarizationLog__c","custom"
"ffr__SummarizationLog__ChangeEvent","standard"
"ffr__SummarizationRunInformation__c","custom"
