"source_object","target_object","relationship_field_count","fields"
"c2g__codaPaymentBatchLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPaymentBatchLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPaymentHistory__c","c2g__codaPayment__c","1","c2g__Payment__c"
"c2g__codaPaymentHistory__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPaymentHistory__c","User","3","c2g__User__c;CreatedById;LastModifiedById"
"c2g__codaPaymentHistory__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPaymentLineItem__c","Account","1","c2g__Account__c"
"c2g__codaPaymentLineItem__c","c2g__codaPayment__c","1","c2g__Payment__c"
"c2g__codaPaymentLineItem__c","c2g__codaPaymentAccountLineItem__c","2","c2g__PaymentAccountLineItem__c;c2g__PaymentSummary__c"
"c2g__codaPaymentLineItem__c","c2g__codaPaymentMediaDetail__c","1","c2g__PaymentMediaDetail__c"
"c2g__codaPaymentLineItem__c","c2g__codaTransaction__c","1","c2g__Transaction__c"
"c2g__codaPaymentLineItem__c","c2g__codaTransactionLineItem__c","1","c2g__TransactionLineItem__c"
"c2g__codaPaymentLineItem__c","c2g__codaVoidPaymentCriteria__c","1","c2g__CancelPaymentCriteria__c"
"c2g__codaPaymentLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPaymentLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPaymentLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPaymentMediaControl__c","Account","1","c2g__Account__c"
"c2g__codaPaymentMediaControl__c","c2g__codaAccountingCurrency__c","1","c2g__AccountingCurrency__c"
"c2g__codaPaymentMediaControl__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaPaymentMediaControl__c","c2g__codaPayment__c","1","c2g__Payment__c"
"c2g__codaPaymentMediaControl__c","Group","1","OwnerId"
"c2g__codaPaymentMediaControl__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPaymentMediaControl__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaPaymentMediaControl__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPaymentMediaDetail__c","Account","1","c2g__Account__c"
"c2g__codaPaymentMediaDetail__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaPaymentMediaDetail__c","c2g__codaPaymentMediaSummary__c","1","c2g__PaymentMediaSummary__c"
"c2g__codaPaymentMediaDetail__c","c2g__codaPurchaseInvoice__c","1","ffps_prt__Payable_Invoice__c"
"c2g__codaPaymentMediaDetail__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPaymentMediaDetail__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPaymentMediaDetail__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPaymentMediaSummary__c","Account","1","c2g__Account__c"
"c2g__codaPaymentMediaSummary__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaPaymentMediaSummary__c","c2g__codaPaymentMediaControl__c","1","c2g__PaymentMediaControl__c"
"c2g__codaPaymentMediaSummary__c","Group","1","OwnerId"
"c2g__codaPaymentMediaSummary__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPaymentMediaSummary__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaPaymentMediaSummary__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPaymentSettings__c","Organization","1","SetupOwnerId"
"c2g__codaPaymentSettings__c","Profile","1","SetupOwnerId"
"c2g__codaPaymentSettings__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPaymentSettings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"c2g__codaPaymentSettings__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPaymentTemplate__c","c2g__codaAccountingCurrency__c","3","c2g__AccountCurrency__c;c2g__DocumentCurrency__c;c2g__PaymentCurrency__c"
"c2g__codaPaymentTemplate__c","c2g__codaBankAccount__c","1","c2g__BankAccount__c"
"c2g__codaPaymentTemplate__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaPaymentTemplate__c","c2g__codaDimension1__c","2","c2g__CWODimension1__c;c2g__SDRDimension1__c"
"c2g__codaPaymentTemplate__c","c2g__codaDimension2__c","2","c2g__CWODimension2__c;c2g__SDRDimension2__c"
"c2g__codaPaymentTemplate__c","c2g__codaDimension3__c","2","c2g__CWODimension3__c;c2g__SDRDimension3__c"
"c2g__codaPaymentTemplate__c","c2g__codaDimension4__c","2","c2g__CWODimension4__c;c2g__SDRDimension4__c"
"c2g__codaPaymentTemplate__c","c2g__codaGeneralLedgerAccount__c","3","c2g__CurrencyWriteOff__c;c2g__GeneralLedgerAccount__c;c2g__SettlementDiscountReceived__c"
"c2g__codaPaymentTemplate__c","Group","1","OwnerId"
"c2g__codaPaymentTemplate__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPaymentTemplate__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaPaymentTemplate__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPaymentTemplateLineItem__c","Account","1","c2g__Account__c"
"c2g__codaPaymentTemplateLineItem__c","c2g__codaPaymentTemplate__c","1","c2g__PaymentTemplateName__c"
"c2g__codaPaymentTemplateLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPaymentTemplateLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPaymentTemplateLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPeriod__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaPeriod__c","c2g__codaYear__c","1","c2g__YearName__c"
"c2g__codaPeriod__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPeriod__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPeriod__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPrintFormat__c","c2g__codaFormatData__c","1","c2g__Format__c"
"c2g__codaPrintFormat__c","Group","1","OwnerId"
"c2g__codaPrintFormat__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPrintFormat__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaPrintFormat__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaProductInUse__c","Group","1","OwnerId"
"c2g__codaProductInUse__c","Product2","1","c2g__Product__c"
"c2g__codaProductInUse__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaProductInUse__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaProductInUse__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPurchaseCreditNote__c","Account","1","c2g__Account__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaAccountingCurrency__c","1","c2g__CreditNoteCurrency__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaIntercompanyTransfer__c","1","c2g__IntercompanyTransfer__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaPeriod__c","1","c2g__Period__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaPurchaseInvoice__c","1","c2g__PurchaseInvoice__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaTaxCode__c","2","c2g__TaxCode1__c;c2g__WithholdingTax__c"
"c2g__codaPurchaseCreditNote__c","c2g__codaTransaction__c","1","c2g__Transaction__c"
"c2g__codaPurchaseCreditNote__c","Group","1","OwnerId"
"c2g__codaPurchaseCreditNote__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPurchaseCreditNote__c","SCMC__AP_Voucher_Credit__c","1","SCMFFA__AP_Voucher_Credit__c"
"c2g__codaPurchaseCreditNote__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaPurchaseCreditNote__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaCompany__c","2","c2g__DestinationCompany__c;c2g__OwnerCompany__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaGeneralLedgerAccount__c","2","c2g__GeneralLedgerAccount__c;c2g__LocalGLA__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaIntercompanyTransfer__c","1","c2g__IntercompanyTransfer__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaPurchaseCreditNote__c","1","c2g__PurchaseCreditNote__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","c2g__codaTaxCode__c","4","c2g__InputVATCode__c;c2g__OutputVATCode__c;c2g__TaxCode2__c;c2g__TaxCodeCombined__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","Contact","1","c2g__ShipTo__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","fferpcore__CompanySite__c","1","c2g__ShipFrom__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPurchaseCreditNoteExpLineItem__c","SCMC__AP_Voucher_Line_Credit__c","1","SCMFFA__AP_Voucher_Line_Credit__c"
"c2g__codaPurchaseCreditNoteExpLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPurchaseCreditNoteExpLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPurchaseCreditNoteLineItem__c","c2g__codaCompany__c","2","c2g__DestinationCompany__c;c2g__OwnerCompany__c"
"c2g__codaPurchaseCreditNoteLineItem__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__codaPurchaseCreditNoteLineItem__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__codaPurchaseCreditNoteLineItem__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__codaPurchaseCreditNoteLineItem__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__codaPurchaseCreditNoteLineItem__c","c2g__codaIntercompanyTransfer__c","1","c2g__IntercompanyTransfer__c"
"c2g__codaPurchaseCreditNoteLineItem__c","c2g__codaPurchaseCreditNote__c","1","c2g__PurchaseCreditNote__c"
"c2g__codaPurchaseCreditNoteLineItem__c","c2g__codaTaxCode__c","4","c2g__InputVATCode__c;c2g__OutputVATCode__c;c2g__TaxCode2__c;c2g__TaxCodeCombined__c"
"c2g__codaPurchaseCreditNoteLineItem__c","Contact","1","c2g__ShipTo__c"
"c2g__codaPurchaseCreditNoteLineItem__c","fferpcore__CompanySite__c","1","c2g__ShipFrom__c"
"c2g__codaPurchaseCreditNoteLineItem__c","Product2","1","c2g__Product__c"
"c2g__codaPurchaseCreditNoteLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPurchaseCreditNoteLineItem__c","SCMC__AP_Voucher_Line_Credit__c","1","SCMFFA__AP_Voucher_Line_Credit__c"
"c2g__codaPurchaseCreditNoteLineItem__c","SCMC__Item__c","1","SCMFFA__Item__c"
"c2g__codaPurchaseCreditNoteLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPurchaseCreditNoteLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPurchaseInvoice__c","Account","1","c2g__Account__c"
"c2g__codaPurchaseInvoice__c","c2g__codaAccountingCurrency__c","1","c2g__InvoiceCurrency__c"
"c2g__codaPurchaseInvoice__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaPurchaseInvoice__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__codaPurchaseInvoice__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__codaPurchaseInvoice__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__codaPurchaseInvoice__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__codaPurchaseInvoice__c","c2g__codaIntercompanyTransfer__c","1","c2g__IntercompanyTransfer__c"
"c2g__codaPurchaseInvoice__c","c2g__codaPeriod__c","1","c2g__Period__c"
"c2g__codaPurchaseInvoice__c","c2g__codaTaxCode__c","2","c2g__TaxCode1__c;c2g__WithholdingTax__c"
"c2g__codaPurchaseInvoice__c","c2g__codaTransaction__c","1","c2g__Transaction__c"
"c2g__codaPurchaseInvoice__c","fferpcore__ScannedPayableDocument__c","1","c2g__ScannedPayableDocument__c"
"c2g__codaPurchaseInvoice__c","Group","1","OwnerId"
"c2g__codaPurchaseInvoice__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPurchaseInvoice__c","SCMC__AP_Voucher__c","2","FFX_APVoucher__c;SCMFFA__AP_Voucher__c"
"c2g__codaPurchaseInvoice__c","SCMC__Purchase_Order__c","1","FFX_PO__c"
"c2g__codaPurchaseInvoice__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaPurchaseInvoice__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__AllocationRule__c","1","c2g__AllocationRule__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaCompany__c","2","c2g__DestinationCompany__c;c2g__OwnerCompany__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaGeneralLedgerAccount__c","2","c2g__GeneralLedgerAccount__c;c2g__LocalGLA__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaIntercompanyTransfer__c","1","c2g__IntercompanyTransfer__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaPurchaseInvoice__c","1","c2g__PurchaseInvoice__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","c2g__codaTaxCode__c","4","c2g__InputVATCode__c;c2g__OutputVATCode__c;c2g__TaxCode2__c;c2g__TaxCodeCombined__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","Contact","1","c2g__ShipTo__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","fferpcore__CompanySite__c","1","c2g__ShipFrom__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","SCMC__AP_Voucher_Line__c","1","SCMFFA__AP_Voucher_Line__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","SCMC__Purchase_Order__c","1","FFX_PO__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","SCMC__Purchase_Order_Line_Item__c","1","FFX_POLine__c"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaPurchaseInvoiceLineItem__c","c2g__codaCompany__c","2","c2g__DestinationCompany__c;c2g__OwnerCompany__c"
"c2g__codaPurchaseInvoiceLineItem__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__codaPurchaseInvoiceLineItem__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__codaPurchaseInvoiceLineItem__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__codaPurchaseInvoiceLineItem__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__codaPurchaseInvoiceLineItem__c","c2g__codaIntercompanyTransfer__c","1","c2g__IntercompanyTransfer__c"
"c2g__codaPurchaseInvoiceLineItem__c","c2g__codaPurchaseInvoice__c","1","c2g__PurchaseInvoice__c"
"c2g__codaPurchaseInvoiceLineItem__c","c2g__codaTaxCode__c","4","c2g__InputVATCode__c;c2g__OutputVATCode__c;c2g__TaxCode2__c;c2g__TaxCodeCombined__c"
"c2g__codaPurchaseInvoiceLineItem__c","Contact","1","c2g__ShipTo__c"
"c2g__codaPurchaseInvoiceLineItem__c","fferpcore__CompanySite__c","1","c2g__ShipFrom__c"
"c2g__codaPurchaseInvoiceLineItem__c","Product2","1","c2g__Product__c"
"c2g__codaPurchaseInvoiceLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaPurchaseInvoiceLineItem__c","SCMC__AP_Voucher_Line__c","1","SCMFFA__AP_Voucher_Line__c"
"c2g__codaPurchaseInvoiceLineItem__c","SCMC__Item__c","1","SCMFFA__Item_Master__c"
"c2g__codaPurchaseInvoiceLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__codaPurchaseInvoiceLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaRecordLock__c","c2g__codaRecordLockGroup__c","1","c2g__RecordLockGroup__c"
"c2g__codaRecordLock__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaRecordLock__c","User","2","CreatedById;LastModifiedById"
"c2g__codaRecordLock__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaRecordLockGroup__c","Group","1","OwnerId"
"c2g__codaRecordLockGroup__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaRecordLockGroup__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaRecordLockGroup__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaScheduleLineItem__c","c2g__codaInvoice__c","1","c2g__Invoice__c"
"c2g__codaScheduleLineItem__c","c2g__codaInvoiceLineItem__c","1","c2g__SalesInvoiceLineItem__c"
"c2g__codaScheduleLineItem__c","c2g__codaPeriod__c","1","c2g__Period__c"
"c2g__codaScheduleLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaScheduleLineItem__c","User","2","CreatedById;LastModifiedById"
"c2g__codaScheduleLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaSection__c","c2g__codaFormatData__c","1","c2g__FormatData__c"
"c2g__codaSection__c","c2g__codaPrintFormat__c","1","c2g__PrintFormat__c"
"c2g__codaSection__c","Group","1","OwnerId"
"c2g__codaSection__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaSection__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaSection__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaSelection__c","Group","1","OwnerId"
"c2g__codaSelection__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaSelection__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaSelection__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaSelectionCriterion__c","c2g__codaSelection__c","1","c2g__Selection__c"
"c2g__codaSelectionCriterion__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaSelectionCriterion__c","User","2","CreatedById;LastModifiedById"
"c2g__codaSelectionCriterion__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaSingleMapping__c","c2g__codaMappingFormat__c","1","c2g__MappingFormat__c"
"c2g__codaSingleMapping__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaSingleMapping__c","User","2","CreatedById;LastModifiedById"
"c2g__codaSingleMapping__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaSortOrder__c","c2g__codaPrintFormat__c","1","c2g__PrintFormat__c"
"c2g__codaSortOrder__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaSortOrder__c","User","2","CreatedById;LastModifiedById"
"c2g__codaSortOrder__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaTableProperty__c","Group","1","OwnerId"
"c2g__codaTableProperty__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaTableProperty__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaTableProperty__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaTaxCode__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__codaTaxCode__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__codaTaxCode__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__codaTaxCode__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__codaTaxCode__c","c2g__codaGeneralLedgerAccount__c","1","c2g__GeneralLedgerAccount__c"
"c2g__codaTaxCode__c","c2g__codaTaxCode__c","2","c2g__ChildTaxCode1__c;c2g__ChildTaxCode2__c"
"c2g__codaTaxCode__c","fferpcore__TaxCode__c","1","msg_link_erptax_id__c"
"c2g__codaTaxCode__c","Group","1","OwnerId"
"c2g__codaTaxCode__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaTaxCode__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaTaxCode__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaTaxRate__c","c2g__codaTaxCode__c","1","c2g__TaxCode__c"
"c2g__codaTaxRate__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaTaxRate__c","User","2","CreatedById;LastModifiedById"
"c2g__codaTaxRate__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaTextDefinition__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaTextDefinition__c","Group","1","OwnerId"
"c2g__codaTextDefinition__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaTextDefinition__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaTextDefinition__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaTransaction__c","Account","1","c2g__Account__c"
"c2g__codaTransaction__c","c2g__AccountingBook__c","1","c2g__AccountingBook__c"
"c2g__codaTransaction__c","c2g__Allocation__c","1","c2g__Allocation__c"
"c2g__codaTransaction__c","c2g__ArchiveSet__c","1","c2g__ArchiveSet__c"
"c2g__codaTransaction__c","c2g__codaCashEntry__c","1","c2g__CashEntry__c"
"c2g__codaTransaction__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaTransaction__c","c2g__codaCreditNote__c","1","c2g__SalesCreditNote__c"
"c2g__codaTransaction__c","c2g__codaCurrencyRevaluation__c","1","c2g__CurrencyRevaluation__c"
"c2g__codaTransaction__c","c2g__codaGroupingReference__c","2","c2g__IncomeScheduleGroup__c;c2g__InvoiceGroup__c"
"c2g__codaTransaction__c","c2g__codaIntercompanyTransfer__c","1","c2g__IntercompanyTransfer__c"
"c2g__codaTransaction__c","c2g__codaInvoice__c","1","c2g__SalesInvoice__c"
"c2g__codaTransaction__c","c2g__codaJournal__c","1","c2g__Journal__c"
"c2g__codaTransaction__c","c2g__codaPeriod__c","2","c2g__Period__c;c2g__ReportingPeriod__c"
"c2g__codaTransaction__c","c2g__codaPurchaseCreditNote__c","1","c2g__PayableCreditNote__c"
"c2g__codaTransaction__c","c2g__codaPurchaseInvoice__c","1","c2g__PayableInvoice__c"
"c2g__codaTransaction__c","c2g__codaTransaction__c","2","c2g__OriginalTransaction__c;c2g__ReverseTransaction__c"
"c2g__codaTransaction__c","c2g__ConsolidationHierarchy__c","1","c2g__HierarchyReference__c"
"c2g__codaTransaction__c","c2g__fflib_BatchProcess__c","1","c2g__BatchProcess__c"
"c2g__codaTransaction__c","fferpcore__BillingDocument__c","1","c2g__BillingDocument__c"
"c2g__codaTransaction__c","Group","1","OwnerId"
"c2g__codaTransaction__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaTransaction__c","SCMC__Purchase_Order__c","1","FFX_PO__c"
"c2g__codaTransaction__c","User","3","CreatedById;LastModifiedById;OwnerId"
"c2g__codaTransaction__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaTransactionLineItem__c","Account","1","c2g__Account__c"
"c2g__codaTransactionLineItem__c","c2g__ArchiveSet__c","1","c2g__ArchiveSet__c"
"c2g__codaTransactionLineItem__c","c2g__codaAccountingCurrency__c","12","c2g__AccountCurrency__c;c2g__BankAccountCurrency__c;c2g__Dimension1Currency__c;c2g__Dimension2Currency__c;c2g__Dimension3Currency__c;c2g__Dimension4Currency__c;c2g__DocumentCurrency__c;c2g__DualCurrency__c;c2g__GeneralLedgerAccountCurrency__c;c2g__HomeCurrency__c;c2g__LocalGLACurrency__c;c2g__ReportingCurrency__c"
"c2g__codaTransactionLineItem__c","c2g__codaBankAccount__c","1","c2g__BankAccount__c"
"c2g__codaTransactionLineItem__c","c2g__codaBankReconciliation__c","1","c2g__BankReconciliation__c"
"c2g__codaTransactionLineItem__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaTransactionLineItem__c","c2g__codaDimension1__c","1","c2g__Dimension1__c"
"c2g__codaTransactionLineItem__c","c2g__codaDimension2__c","1","c2g__Dimension2__c"
"c2g__codaTransactionLineItem__c","c2g__codaDimension3__c","1","c2g__Dimension3__c"
"c2g__codaTransactionLineItem__c","c2g__codaDimension4__c","1","c2g__Dimension4__c"
"c2g__codaTransactionLineItem__c","c2g__codaGeneralLedgerAccount__c","3","c2g__Expense__c;c2g__GeneralLedgerAccount__c;c2g__LocalGLA__c"
"c2g__codaTransactionLineItem__c","c2g__codaIntercompanyTransfer__c","1","c2g__IntercompanyTransfer__c"
"c2g__codaTransactionLineItem__c","c2g__codaTaxCode__c","4","c2g__ReverseChargeTaxCode__c;c2g__TaxCode1__c;c2g__TaxCode2__c;c2g__TaxCode3__c"
"c2g__codaTransactionLineItem__c","c2g__codaTransaction__c","2","c2g__EliminationTransaction__c;c2g__Transaction__c"
"c2g__codaTransactionLineItem__c","c2g__TransactionReconciliation__c","1","c2g__TransactionReconciliation__c"
"c2g__codaTransactionLineItem__c","Product2","1","c2g__Product__c"
"c2g__codaTransactionLineItem__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaTransactionLineItem__c","SCMC__Purchase_Order__c","1","FFX_PO__c"
"c2g__codaTransactionLineItem__c","SCMC__Purchase_Order_Line_Item__c","1","FFX_POLine__c"
"c2g__codaTransactionLineItem__c","User","3","agx_ff_Task_Owner__c;CreatedById;LastModifiedById"
"c2g__codaTransactionLineItem__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaUserCompany__c","c2g__codaCompany__c","1","c2g__Company__c"
"c2g__codaUserCompany__c","Group","1","OwnerId"
"c2g__codaUserCompany__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaUserCompany__c","User","4","c2g__User__c;CreatedById;LastModifiedById;OwnerId"
"c2g__codaUserCompany__c","UserRecordAccess","1","UserRecordAccessId"
"c2g__codaVoidPaymentCriteria__c","c2g__CancelPayment__c","1","c2g__CancelPayment__c"
"c2g__codaVoidPaymentCriteria__c","c2g__codaCompany__c","1","c2g__OwnerCompany__c"
"c2g__codaVoidPaymentCriteria__c","c2g__codaPaymentAccountLineItem__c","1","c2g__PaymentSummary__c"
"c2g__codaVoidPaymentCriteria__c","c2g__codaPeriod__c","2","c2g__PaymentRefundPeriod__c;c2g__UndoMatchPeriod__c"
"c2g__codaVoidPaymentCriteria__c","Record Visibility","1","RecordVisibilityId"
"c2g__codaVoidPaymentCriteria__c","User","2","CreatedById;LastModifiedById"
"c2g__codaVoidPaymentCriteria__c","UserRecordAccess","1","UserRecordAccessId"
